"file_names","register","Var1","tags","Freq"
"hpl_mountain_MAT.txt","Lovecraft","A","PRIV",0.954883924660534
"hpl_mountain_MAT.txt","Lovecraft","A","PROD",0.026281208935611
"hpl_mountain_MAT.txt","Lovecraft","A","PUBV",0.271572492334647
"hpl_mountain_MAT.txt","Lovecraft","A","SERE",0.0963644327639071
"hpl_mountain_MAT.txt","Lovecraft","A","SMP",0.157687253613666
"hpl_mountain_MAT.txt","Lovecraft","A","SPAU",0.376697328077092
"hpl_mountain_MAT.txt","Lovecraft","A","STPR",0.0700832238282961
"hpl_mountain_MAT.txt","Lovecraft","A","SUAV",0.236530880420499
"hpl_mountain_MAT.txt","Lovecraft","A","THATD",0.0788436268068331
"hpl_mountain_MAT.txt","Lovecraft","A","WHCL",0.035041611914148
"hpl_mountain_MAT.txt","Lovecraft","A","WHOBJ",0.0438020148926851
"hpl_mountain_MAT.txt","Lovecraft","A","WHSUB",0.131406044678055
"hpl_mountain_MAT.txt","Lovecraft","A","WZPAST",0.140166447656592
"hpl_mountain_MAT.txt","Lovecraft","A","WZPRES",0.289093298291721
"hpl_outsider_MAT.txt","Lovecraft","A","BEMA",0.972762645914397
"hpl_outsider_MAT.txt","Lovecraft","A","PASS",0.389105058365759
"hpl_outsider_MAT.txt","Lovecraft","A","PASTP",0.0648508430609598
"hpl_outsider_MAT.txt","Lovecraft","A","PEAS",0.778210116731518
"hpl_outsider_MAT.txt","Lovecraft","A","PIRE",0.162127107652399
"hpl_outsider_MAT.txt","Lovecraft","A","PRESP",0.291828793774319
"hpl_outsider_MAT.txt","Lovecraft","A","PRIV",2.30220492866407
"hpl_outsider_MAT.txt","Lovecraft","A","PUBV",0.0648508430609598
"hpl_outsider_MAT.txt","Lovecraft","A","SERE",0.0648508430609598
"hpl_outsider_MAT.txt","Lovecraft","A","SMP",0.12970168612192
"hpl_outsider_MAT.txt","Lovecraft","A","SPAU",0.389105058365759
"hpl_outsider_MAT.txt","Lovecraft","A","STPR",0.12970168612192
"hpl_outsider_MAT.txt","Lovecraft","A","SUAV",0.162127107652399
"hpl_outsider_MAT.txt","Lovecraft","A","THATD",0.226977950713359
"hpl_outsider_MAT.txt","Lovecraft","A","WHCL",0.0648508430609598
"hpl_outsider_MAT.txt","Lovecraft","A","WHOBJ",0.0648508430609598
"hpl_outsider_MAT.txt","Lovecraft","A","WHSUB",0.162127107652399
"hpl_outsider_MAT.txt","Lovecraft","A","WZPAST",0.0648508430609598
"hpl_outsider_MAT.txt","Lovecraft","A","WZPRES",0.0972762645914397
